"type","ABV","Rating","NReviews","brewery","name","LocationProvince","LocationCity","country","Seasonal","IBU","address","lon","lat"
"Saison / Farmhouse Ale",7.3,65.8,6,"33 acres","of Axel M","British Columbia","Vancouver","Canada","Special",44,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Cider",6.9,61.4,6,"33 acres","of Cid3r","British Columbia","Vancouver","Canada","Special",NA,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Extra Special Bitter",5.6,67.1428571428571,7,"33 acres","of Courage","British Columbia","Vancouver","Canada","Spring",50,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Schwarzbier",5,72.4458333333333,12,"33 acres","of Darkness","British Columbia","Vancouver","Canada",NA,30,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Tripel",9.2,64,8,"33 acres","of Euphoria (fka Vloer)","British Columbia","Vancouver","Canada","Special",30,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"California Common / Steam Beer",4.8,65.2,23,"33 acres","of Life California Common","British Columbia","Vancouver","Canada",NA,40,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Saison / Farmhouse Ale",7.6,65,7,"33 acres","of Merckx","British Columbia","Vancouver","Canada",NA,33,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Imperial India Pale Ale",8,67.6,12,"33 acres","of Nirvana","British Columbia","Vancouver","Canada","Special",70,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Pale Ale",5.3,66.6,25,"33 acres","of Ocean APA","British Columbia","Vancouver","Canada",NA,50,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Ale",5.5,67.9,9,"33 acres","of Schol","British Columbia","Vancouver","Canada","Special",22,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Pilsner",5.5,65.2,6,"33 acres","of Solstice","British Columbia","Vancouver","Canada","Summer",38,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Hefeweizen",5,62.4,17,"33 acres","of Sunshine French-style Wheat Ale","British Columbia","Vancouver","Canada",NA,14,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"California Common / Steam Beer",NA,70.75,15,"33 acres","33 Acres Of Life","British Columbia","Vancouver","Canada",NA,NA,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Pale Ale",NA,72,21,"33 acres","33 Acres Of Ocean","British Columbia","Vancouver","Canada",NA,NA,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Hefeweizen",NA,69.75,12,"33 acres","33 Acres Of Sunshine","British Columbia","Vancouver","Canada",NA,NA,"15 W 8th Ave, Vancouver, BC V5Y 1M8, Canada",-123.1053533,49.2637804
"Sak - Genshu",17,75.4,6,"artisan sakemaker studio","Osake Junmai Ginjo Genshu","British Columbia","Vancouver","Canada",NA,NA,"1339 Railspur Alley, Vancouver, BC, Canada",-123.1338519,49.2701521
"Sak - Genshu",18,67.2,10,"artisan sakemaker studio","Osake Junmai Nama Genshu Sake","British Columbia","Vancouver","Canada",NA,NA,"1339 Railspur Alley, Vancouver, BC, Canada",-123.1338519,49.2701521
"Sak - Nigori",14,73.8,9,"artisan sakemaker studio","Osake Junmai Nama Nigori Sake","British Columbia","Vancouver","Canada",NA,NA,"1339 Railspur Alley, Vancouver, BC, Canada",-123.1338519,49.2701521
"Sak - Junmai",15,69.4,9,"artisan sakemaker studio","Osake Junmai Nama Sake","British Columbia","Vancouver","Canada",NA,NA,"1339 Railspur Alley, Vancouver, BC, Canada",-123.1338519,49.2701521
"Sak - Junmai",13.5,69.8,8,"artisan sakemaker studio","Osake Junmai Sparkling Sake","British Columbia","Vancouver","Canada",NA,NA,"1339 Railspur Alley, Vancouver, BC, Canada",-123.1338519,49.2701521
"Extra Special Bitter",NA,63.0333333333333,9,"big ridge","ESB","British Columbia","Surrey","Canada","Special",NA,"5580 152 St, Surrey, BC V3S 5J9, Canada",-122.800513,49.1038091
"India Pale Ale",6.3,68,7,"big ridge","Big Ridge Clover Ale (2010 - )","British Columbia","Surrey","Canada",NA,NA,"5580 152 St, Surrey, BC V3S 5J9, Canada",-122.800513,49.1038091
"Cream Ale",NA,44.4,6,"big ridge","Big Ridge Cream Ale","British Columbia","Surrey","Canada","Winter",NA,"5580 152 St, Surrey, BC V3S 5J9, Canada",-122.800513,49.1038091
"Pale Lager",4.5,50.2,8,"big ridge","Big Ridge Harvest Lager","British Columbia","Surrey","Canada",NA,NA,"5580 152 St, Surrey, BC V3S 5J9, Canada",-122.800513,49.1038091
"Imperial Stout",9,78,6,"big ridge","Big Ridge Imperial Khan-Quest","British Columbia","Surrey","Canada","Winter",NA,"5580 152 St, Surrey, BC V3S 5J9, Canada",-122.800513,49.1038091
"Porter",4.8,61.4,12,"big ridge","Big Ridge Old Sullivan Porter","British Columbia","Surrey","Canada",NA,NA,"5580 152 St, Surrey, BC V3S 5J9, Canada",-122.800513,49.1038091
"Premium Lager",NA,61.8,6,"big ridge","Red Truck Lager","British Columbia","Surrey","Canada",NA,NA,"5580 152 St, Surrey, BC V3S 5J9, Canada",-122.800513,49.1038091
"Amber / Red Ale",5,62,6,"big ridge","Big Ridge Rodeo Red","British Columbia","Surrey","Canada",NA,NA,"5580 152 St, Surrey, BC V3S 5J9, Canada",-122.800513,49.1038091
"India Pale Ale",6.3,71.4,6,"big ridge","Big Ridge Wrath of Khan IPA","British Columbia","Surrey","Canada",NA,NA,"5580 152 St, Surrey, BC V3S 5J9, Canada",-122.800513,49.1038091
"Amber / Red Ale",NA,72.25,6,"big ridge","Red Truck Ale","British Columbia","Surrey","Canada",NA,NA,"5580 152 St, Surrey, BC V3S 5J9, Canada",-122.800513,49.1038091
"Stout",4.5,73,8,"big rock urban","Big Rock Chocolate Malt Stout","British Columbia","Vancouver","Canada",NA,14,"310 W 4th Ave, Vancouver, BC V5Y 1G9, Canada",-123.110776,49.2674915
"Premium Lager",5.5,70,16,"big rock urban","Big Rock Mosaic Lager","British Columbia","Vancouver","Canada",NA,40,"310 W 4th Ave, Vancouver, BC V5Y 1G9, Canada",-123.110776,49.2674915
"Amber / Red Ale",5.8,55.2,7,"big rock urban","Big Rock Urban Hollow Tree Pacific Northwest Red","British Columbia","Vancouver","Canada",NA,55,"310 W 4th Ave, Vancouver, BC V5Y 1G9, Canada",-123.110776,49.2674915
"India Pale Ale",6.2,63.02,10,"black kettle","IPA","British Columbia","North Vancouver","Canada",NA,NA,"720 Copping St #106, North Vancouver, BC V7M 3N2, Canada",-123.0926338,49.3166317
"Pale Ale",4.5,65.2666666666667,9,"black kettle","Black Kettle Pale Ale","British Columbia","North Vancouver","Canada",NA,NA,"720 Copping St #106, North Vancouver, BC V7M 3N2, Canada",-123.0926338,49.3166317
"Golden Ale/Blond Ale",5,54.4583333333333,12,"bomber","Blond","British Columbia","Vancouver","Canada",NA,NA,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Black India Pale Ale",6.5,69.6,11,"bomber","Bomber Absolute Horizon","British Columbia","Vancouver","Canada","Special",NA,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Bitter",3.9,65.26,15,"bomber","Bike Route Best Bitter","British Columbia","Vancouver","Canada","Summer",NA,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"India Pale Ale",6.7,64.4,26,"bomber","Bomber Blood From a Stone Red Rye IPA","British Columbia","Vancouver","Canada","Special",60,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Porter",5.5,63.8,8,"bomber","Bomber Choqlette Chocolate Porter","British Columbia","Vancouver","Canada","Special",NA,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Extra Special Bitter",5.2,62.4239669421488,121,"bomber","ESB","British Columbia","Vancouver","Canada",NA,45,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Spice/Herb/Vegetable/Gruit",5.8,64.65,6,"bomber","I, Braineater","British Columbia","Vancouver","Canada","Autumn",20,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"India Pale Ale",6.3,60,13,"bomber","Bomber IPA","British Columbia","Vancouver","Canada",NA,65,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Oktoberfest/Mrzen",5.5,52.6,7,"bomber","Bomber Marzen","British Columbia","Vancouver","Canada","Spring",20,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Strong Ale",8,60.1428571428571,7,"bomber","Old Fat Heater Winter Ale","British Columbia","Vancouver","Canada","Winter",NA,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Stout",6,67.3714285714286,14,"bomber","Bomber Shutout Oatmeal Stout","British Columbia","Vancouver","Canada",NA,NA,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Imperial India Pale Ale",7.5,69.2615384615385,13,"bomber","Superpest Double IPA","British Columbia","Vancouver","Canada","Summer",80,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Imperial India Pale Ale",NA,63.25,21,"bomber","IPA","British Columbia","Vancouver","Canada",NA,NA,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Pilsner",NA,61.25,15,"bomber","Pilsner","British Columbia","Vancouver","Canada",NA,NA,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Black Ale",NA,77.5,8,"bomber","Absolute Horizon","British Columbia","Vancouver","Canada",NA,NA,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"India Pale Ale",NA,74,9,"bomber","Blood From A Stone - Red Rye IPA","British Columbia","Vancouver","Canada",NA,NA,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Stout",NA,65.5,8,"bomber","Shut Out Stout","British Columbia","Vancouver","Canada",NA,NA,"1488 Adanac St, Vancouver, BC V5L 3J7, Canada",-123.074588,49.2774031
"Porter",10,79.2222222222222,9,"brassneck","Cold War","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Black India Pale Ale",4.2,70,7,"brassneck","Gigantic Attention Seeker","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Weizenbock",7,62.0714285714286,7,"brassneck","Brassneck / Occidental Weizenbock","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Pale Ale",5,62.4,14,"brassneck","Brassneck Ale","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Saison / Farmhouse Ale",5.5,62,6,"brassneck","Brassneck Barn Burner Black Saison","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Lambic & Geuze",6,73,8,"brassneck","Brassneck Changeling (Gerwurztraminer Grape Must)","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Lambic & Geuze",6,77.6,9,"brassneck","Brassneck Changeling (Peach)","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Lambic & Geuze",6,72.4,9,"brassneck","Brassneck Changeling (Raspberry)","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Lambic & Geuze",6,66,8,"brassneck","Brassneck Changeling (Viognier Grape Must)","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Pale Strong Ale",9,63.4,10,"brassneck","Brassneck Cherubesque","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Porter",7,72,7,"brassneck","Brassneck Dark Place","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Altbier",5,68,7,"brassneck","Brassneck Dead Pan Alt","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Stout",3.8,64.4857142857143,7,"brassneck","Fall Back","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Ale",5.5,64.35,11,"brassneck","Identity Crisis","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Imperial Stout",9,75.6,12,"brassneck","Brassneck Inertia II Bourbon Barrel Aged Imperial Stout","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Imperial Stout",9,75.5,14,"brassneck","Inertia Imperial Stout","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Saison / Farmhouse Ale",5,67,12,"brassneck","Brassneck Joe s Barn Farmhouse Saison","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Stout",6,70.4384615384615,13,"brassneck","Killjoy","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Kolsch",5,63.8,9,"brassneck","Brassneck Klutz Kolsch","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Amber / Red Ale",6.5,69.1735294117647,17,"brassneck","Magic Beans","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Lambic & Geuze",6,75,6,"brassneck","Brassneck Magician s Assistant","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Imperial India Pale Ale",9,73,6,"brassneck","Brassneck Massive Aggressive","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Amber / Red Ale",5,66.46875,8,"brassneck","Mr. Personality","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Wheat Ale",5,63.2,7,"brassneck","Brassneck Multiweizen 5 Grain Weisse Beer","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Bitter",5,63.4166666666667,6,"brassneck","Old Bitch","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Porter",5,65.6,6,"brassneck","Brassneck Old Geezer Dry English Porter","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Imperial India Pale Ale",9,76.3257575757576,33,"brassneck","One Trick Pony","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"India Pale Ale",7,72.4,17,"brassneck","Brassneck Passive Aggressive Pale Ale","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Saison / Farmhouse Ale",4.5,63,11,"brassneck","Brassneck Small Wonder Table Saison","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Barley Wine",10,70.3214285714286,7,"brassneck","Spirit Animal","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"India Pale Ale",6.8,75.3785714285714,7,"brassneck","Spirit Of Dixmas","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Hefeweizen",5,61.1714285714286,14,"brassneck","Brassneck Staircase Wit","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Saison / Farmhouse Ale",6.5,62.4,7,"brassneck","Brassneck Sticks & Stones","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Saison / Farmhouse Ale",6.5,68.6769230769231,13,"brassneck","Brassneck Stockholm Syndrome","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Pale Ale",5.5,66.6,10,"brassneck","Brassneck Ten Times Ten","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Hefeweizen",5,58.2,7,"brassneck","Brassneck Umlaut!","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Pale Ale",5.5,74,7,"brassneck","Brassneck Wingman (Amarillo & Citra)","British Columbia","Vancouver","Canada","Series",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Pale Ale",5.5,73,6,"brassneck","Brassneck Wingman (Citra & Galaxy)","British Columbia","Vancouver","Canada","Special",NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"India Pale Ale",NA,72.5,11,"brassneck","Free Radical","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Imperial Stout",NA,69,11,"brassneck","Inertia","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Kolsch",NA,67.75,6,"brassneck","Klutz Kolsch","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Pale Ale",NA,75.25,22,"brassneck","Passive Aggressive","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Lambic & Geuze",NA,80.25,7,"brassneck","Peach Changeling","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Lambic & Geuze",NA,81.5,8,"brassneck","Raspberry Changeling","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Lambic & Geuze",NA,72.25,8,"brassneck","Sour Cherry Changeling","British Columbia","Vancouver","Canada",NA,NA,"2148 Main St, Vancouver, BC V5T 3C5, Canada",-123.1005746,49.2657891
"Stout",5,64.4,12,"bridge","Bridge All Out Stout","British Columbia","North Vancouver","Canada",NA,NA,"1448 Charlotte Rd, North Vancouver, BC V7J 1H2, Canada",-123.0338694,49.3099714
"Black India Pale Ale",5.8,66.275,8,"bridge","Bridge Black Rye IPA","British Columbia","North Vancouver","Canada",NA,68,"1448 Charlotte Rd, North Vancouver, BC V7J 1H2, Canada",-123.0338694,49.3099714
"Berliner Weissbier",2.8,63.225,8,"bridge","Bridge Br cke Berliner Weisse","British Columbia","North Vancouver","Canada","Spring",1,"1448 Charlotte Rd, North Vancouver, BC V7J 1H2, Canada",-123.0338694,49.3099714
"India Pale Ale",6,62.86875,32,"bridge","Hopilano IPA","British Columbia","North Vancouver","Canada",NA,59,"1448 Charlotte Rd, North Vancouver, BC V7J 1H2, Canada",-123.0338694,49.3099714
"Pale Ale",5.6,63.6,19,"bridge","Bridge North Shore Pale","British Columbia","North Vancouver","Canada",NA,27,"1448 Charlotte Rd, North Vancouver, BC V7J 1H2, Canada",-123.0338694,49.3099714
"Spice/Herb/Vegetable/Gruit",6.5,63.078125,64,"bridge","The Grinch","British Columbia","North Vancouver","Canada","Winter",20,"1448 Charlotte Rd, North Vancouver, BC V7J 1H2, Canada",-123.0338694,49.3099714
"Stout",NA,70.75,7,"bridge","All Out Stout","British Columbia","North Vancouver","Canada",NA,NA,"1448 Charlotte Rd, North Vancouver, BC V7J 1H2, Canada",-123.0338694,49.3099714
"Pale Ale",NA,65.25,10,"bridge","North Shore Pale Ale","British Columbia","North Vancouver","Canada",NA,NA,"1448 Charlotte Rd, North Vancouver, BC V7J 1H2, Canada",-123.0338694,49.3099714
"Pale Ale",5,59.6,17,"central city brewers distillers","Central City / Elysian I-5 Amarillo Ale","British Columbia","Surrey","Canada","Special",35,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Strong Ale",9.5,77.6,30,"central city brewers distillers","Central City / Flying Monkeys Red on Red Imperial Red Ale","British Columbia","Surrey","Canada","Special",NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Pale Ale",6,71.8,9,"central city brewers distillers","Central City / Four Winds Maiden Voyage Cedar Aged Extra Pale Ale","British Columbia","Surrey","Canada","Special",NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Imperial India Pale Ale",NA,76.2,8,"central city brewers distillers","Central City / Ninkasi / Gigantic / Parallel 49 Both Barrels Imperial IPA","British Columbia","Surrey","Canada","Special",NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Dubbel",6.5,61,10,"central city brewers distillers","Central City / Parallel 49 Rum & Raisin Dubble Trubble","British Columbia","Surrey","Canada",NA,NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Saison / Farmhouse Ale",6,60.6,22,"central city brewers distillers","Central City Detective Saison","British Columbia","Surrey","Canada","Special",55,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Imperial Porter",9,70.6658227848101,79,"central city brewers distillers","Central City Imperial Porter","British Columbia","Surrey","Canada","Special",NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Imperial Stout",9,68.8,7,"central city brewers distillers","Central City Imperial Stout","British Columbia","Surrey","Canada",NA,NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Amber / Red Ale",5,53,20,"central city brewers distillers","Central City Maple Bacon Breakfast Ale","British Columbia","Surrey","Canada","Special",NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Amber / Red Ale",5,56.9185185185185,27,"central city brewers distillers","Central City Red Racer Copper Ale","British Columbia","Surrey","Canada","Special",23,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Stout",6,69,21,"central city brewers distillers","Central City Red Racer Gingerhead Gingerbread Stout","British Columbia","Surrey","Canada","Special",55,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
