"type","ABV","Rating","NReviews","brewery","name","LocationProvince","LocationCity","country","Seasonal","IBU","address","lon","lat"
"Imperial India Pale Ale",9,74.6,154,"central city brewers distillers","Central City Red Racer Imperial IPA (Red Betty)","British Columbia","Surrey","Canada","Special",90,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Imperial India Pale Ale",9,76,7,"central city brewers distillers","Central City Red Racer Imperial IPA for Autism","British Columbia","Surrey","Canada","Special",40,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"India Pale Ale",6.5,75.4,511,"central city brewers distillers","Central City Red Racer India Pale Ale","British Columbia","Surrey","Canada",NA,80,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Ale",5.5,71.8,122,"central city brewers distillers","Central City Red Racer India Style Red Ale","British Columbia","Surrey","Canada",NA,NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"India Pale Ale",4,68.2,110,"central city brewers distillers","Central City Red Racer ISA","British Columbia","Surrey","Canada",NA,40,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Pale Ale",5,67,161,"central city brewers distillers","Central City Red Racer Pale Ale","British Columbia","Surrey","Canada",NA,50,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Pilsner",5,64,52,"central city brewers distillers","Central City Red Racer Pilsner","British Columbia","Surrey","Canada","Special",30,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Spice/Herb/Vegetable/Gruit",5,62.4,59,"central city brewers distillers","Central City Red Racer Pumpkin Ale","British Columbia","Surrey","Canada","Autumn",NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Radler/Shandy",5,56.6,24,"central city brewers distillers","Central City Red Racer Raspberry Wheat Ale","British Columbia","Surrey","Canada",NA,NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Stout",4.2,59.9275862068966,58,"central city brewers distillers","Central City Red Racer Stout","British Columbia","Surrey","Canada","Summer",NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Hefeweizen",5,61.49,80,"central city brewers distillers","Central City Red Racer White Ale","British Columbia","Surrey","Canada",NA,NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Strong Ale",7,61.6,32,"central city brewers distillers","Central City Red Racer Winter Ale","British Columbia","Surrey","Canada","Winter",NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Pale Strong Ale",9.5,62.4,20,"central city brewers distillers","Central City The Hobbit: Bolg Belgian Style Tripel","British Columbia","Surrey","Canada","Series",35,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Pilsner",5,56.8,18,"central city brewers distillers","Central City The Hobbit: Gollum Precious Pils","British Columbia","Surrey","Canada","Series",30,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Imperial Stout",8.5,69.4,23,"central city brewers distillers","Central City The Hobbit: Smaug Stout","British Columbia","Surrey","Canada","Special",65,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Barley Wine",10.875,71.9555555555555,81,"central city brewers distillers","Central City Thor s Hammer Barley Wine","British Columbia","Surrey","Canada","Special",NA,"11411 Bridgeview Dr, Surrey, BC V3R 2N1, Canada",-122.8637738,49.2099613
"Dortmunder/Helles",5.25,58.3854166666667,24,"coal harbour","311 Helles Lager","British Columbia","Vancouver","Canada",NA,NA,"1967 Triumph St, Vancouver, BC V5L 4C3, Canada",-123.064398,49.284244
"Specialty Grain",5.6,48.6,7,"coal harbour","Coal Harbour Hunter s Moon Roggenweizen","British Columbia","Vancouver","Canada",NA,33,"1967 Triumph St, Vancouver, BC V5L 4C3, Canada",-123.064398,49.284244
"India Pale Ale",6.5,68.9571428571429,28,"coal harbour","Powell IPA","British Columbia","Vancouver","Canada",NA,66,"1967 Triumph St, Vancouver, BC V5L 4C3, Canada",-123.064398,49.284244
"Smoked",8.5,67.6,21,"coal harbour","Coal Harbour Smoke & Mirrors","British Columbia","Vancouver","Canada","Special",33,"1967 Triumph St, Vancouver, BC V5L 4C3, Canada",-123.064398,49.284244
"Specialty Grain",5.25,62.8,8,"coal harbour","Coal Harbour Triumph Rye Ale","British Columbia","Vancouver","Canada",NA,38,"1967 Triumph St, Vancouver, BC V5L 4C3, Canada",-123.064398,49.284244
"Hefeweizen",5.25,64,9,"coal harbour","Coal Harbour Woodland Wit","British Columbia","Vancouver","Canada","Special",21,"1967 Triumph St, Vancouver, BC V5L 4C3, Canada",-123.064398,49.284244
"Smoked",NA,72.25,8,"coal harbour","Smoke And Mirrors","British Columbia","Vancouver","Canada",NA,NA,"1967 Triumph St, Vancouver, BC V5L 4C3, Canada",-123.064398,49.284244
"Dark Ale",6,68.5741935483871,31,"dageraad","Amber","British Columbia","Burnaby","Canada",NA,NA,"3191 Thunderbird Crescent #114, Burnaby, BC V5A 3G1, Canada",-122.9217409,49.2560299
"Pale Strong Ale",7.5,69.9274509803922,51,"dageraad","Blonde","British Columbia","Burnaby","Canada","Special",NA,"3191 Thunderbird Crescent #114, Burnaby, BC V5A 3G1, Canada",-122.9217409,49.2560299
"Quadrupel",10,65,9,"dageraad","Dageraad 10","British Columbia","Burnaby","Canada",NA,NA,"3191 Thunderbird Crescent #114, Burnaby, BC V5A 3G1, Canada",-122.9217409,49.2560299
"Pale Strong Ale",8.3,70.2,8,"dageraad","Dageraad Anno 2014","British Columbia","Burnaby","Canada","Special",NA,"3191 Thunderbird Crescent #114, Burnaby, BC V5A 3G1, Canada",-122.9217409,49.2560299
"Ale",4.5,70.9454545454545,11,"dageraad","Burnabarian","British Columbia","Burnaby","Canada",NA,NA,"3191 Thunderbird Crescent #114, Burnaby, BC V5A 3G1, Canada",-122.9217409,49.2560299
"Hefeweizen",5.2,68.7935483870968,31,"dageraad","De Witte","British Columbia","Burnaby","Canada","Summer",NA,"3191 Thunderbird Crescent #114, Burnaby, BC V5A 3G1, Canada",-122.9217409,49.2560299
"Saison / Farmhouse Ale",6.4,67.6,12,"dageraad","Dageraad Randonneur Saison","British Columbia","Burnaby","Canada","Autumn",NA,"3191 Thunderbird Crescent #114, Burnaby, BC V5A 3G1, Canada",-122.9217409,49.2560299
"Pale Strong Ale",8,70,11,"dageraad","Dageraad Sri Lanka","British Columbia","Burnaby","Canada","Spring",NA,"3191 Thunderbird Crescent #114, Burnaby, BC V5A 3G1, Canada",-122.9217409,49.2560299
"Pale Strong Ale",NA,78.25,6,"dageraad","Anno 2014","British Columbia","Burnaby","Canada",NA,NA,"3191 Thunderbird Crescent #114, Burnaby, BC V5A 3G1, Canada",-122.9217409,49.2560299
"Saison / Farmhouse Ale",NA,73.5,11,"dageraad","Randonneur Saison","British Columbia","Burnaby","Canada",NA,NA,"3191 Thunderbird Crescent #114, Burnaby, BC V5A 3G1, Canada",-122.9217409,49.2560299
"India Pale Ale",6.5,70.5372881355932,59,"dead frog","Citra IPA","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Golden Ale/Blond Ale",6.5,63.2,7,"dead frog","Big Stump Spruce Golden Ale","British Columbia","Aldergrove","Canada","Special",26,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Strong Ale",7.5,68.6,7,"dead frog","Dead Frog Brazen Northwest Ale","British Columbia","Aldergrove","Canada",NA,81,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Black India Pale Ale",6.5,64.2857142857143,7,"dead frog","Dead Frog Bucking Black Sheep","British Columbia","Aldergrove","Canada",NA,41,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"India Pale Ale",6.5,70.3333333333333,6,"dead frog","Dead Frog Bucking Sheep IPA","British Columbia","Aldergrove","Canada","Special",NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Brown Ale",5,63.3333333333333,36,"dead frog","Chocolate Mint Brown Ale","British Columbia","Aldergrove","Canada","Winter",NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Spice/Herb/Vegetable/Gruit",5,55.1809523809524,42,"dead frog","Christmas Beeracle","British Columbia","Aldergrove","Canada","Winter",NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Imperial Stout",10.5,65.4333333333333,30,"dead frog","Commander","British Columbia","Aldergrove","Canada","Spring",65,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"India Pale Ale",6.5,65,36,"dead frog","Dead Frog Fearless IPA","British Columbia","Aldergrove","Canada","Special",77,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Stout",6.5,67.8,18,"dead frog","Dead Frog French Oaked Stiff Stout","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Imperial India Pale Ale",9,66.8641509433962,53,"dead frog","Furious Friar Belgian IPA","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"India Pale Ale",6.5,59.4,13,"dead frog","Dead Frog Fusion Hopped IPA","British Columbia","Aldergrove","Canada","Special",NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Pilsner",5,63,6,"dead frog","Dead Frog Fusion Hopped Pilsner","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Amber / Red Ale",NA,51.4,17,"dead frog","Dead Frog Honey Brown","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"India Pale Ale",6.5,68.9625,24,"dead frog","immaculate","British Columbia","Aldergrove","Canada","Summer",50,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Pale Lager",5,52.7626865671642,134,"dead frog","Lager","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Stout",6.1,64.4,12,"dead frog","Dead Frog Nutty Uncle Peanut Butter Stout","British Columbia","Aldergrove","Canada","Special",35,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Pale Ale",5,58.2,50,"dead frog","Dead Frog Pale Ale","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Strong Ale",8,70,6,"dead frog","Red Dragon","British Columbia","Aldergrove","Canada","Special",50,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Extra Special Bitter",6.5,66.7777777777778,18,"dead frog","Rocket Man Interstellar ESB","British Columbia","Aldergrove","Canada",NA,40,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Imperial India Pale Ale",9,74.2,18,"dead frog","Dead Frog Super Fearless Imperial IPA","British Columbia","Aldergrove","Canada","Special",93,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Pale Ale",5,63.0548387096774,62,"dead frog","The Bold","British Columbia","Aldergrove","Canada","Summer",27,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Brown Ale",5,57.8,59,"dead frog","The Classic","British Columbia","Aldergrove","Canada",NA,20,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Black India Pale Ale",6.5,75.1,32,"dead frog","The obsidian dagger IPA","British Columbia","Aldergrove","Canada","Special",50,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Hefeweizen",5,61.384375,16,"dead frog","Citrus Wit","British Columbia","Aldergrove","Canada","Summer",8,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Wheat Ale",5,54.2,22,"dead frog","Dead Frog Toasted Coconut Wit","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Strong Ale",9,60.4583333333333,6,"dead frog","Uber Nutter","British Columbia","Aldergrove","Canada","Special",NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Heller Bock",7,61.6,7,"dead frog","Dead Frog Weeping Reaper Blood Orange Helles Bock","British Columbia","Aldergrove","Canada","Autumn",26,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Spice/Herb/Vegetable/Gruit",7.5,60.4,18,"dead frog","Dead Frog Winter Beeracle","British Columbia","Aldergrove","Canada","Winter",25,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"India Pale Ale",NA,70,24,"dead frog","Fearless India Pale Ale","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Brown Ale",NA,65.5,48,"dead frog","Nut Brown Ale","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Pale Ale",NA,59.75,30,"dead frog","Pale Ale","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Amber / Red Ale",NA,58,17,"dead frog","Mandarin Orange Amber Ale","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Stout",NA,71.25,6,"dead frog","Nutty Uncle Peanut Butter Stout","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Hefeweizen",NA,67.25,12,"dead frog","Toasted Coconut Wit","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"India Pale Ale",NA,68.25,12,"dead frog","Valiant Belgian IPA","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Winter Warmer",NA,62.75,12,"dead frog","Winter Beeracle","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"India Pale Ale",77,68,6,"dead frog","Frearless IPA","British Columbia","Aldergrove","Canada",NA,NA,"27272 Gloucester Way #1, Aldergrove, BC V4W 4A1, Canada",-122.4686303,49.0974973
"Pale Ale",5,62.2,14,"deep cove brewers","Deep Cove Loud Mouth Pale Ale","British Columbia","North Vancouver","Canada",NA,56,"2270 Dollarton Hwy #170, North Vancouver, BC V7H 2M9, Canada",-123.0120006,49.3062842
"Hefeweizen",5,55.4,10,"deep cove brewers","Deep Cove Quick Wit Belgium Wheat Ale","British Columbia","North Vancouver","Canada",NA,NA,"2270 Dollarton Hwy #170, North Vancouver, BC V7H 2M9, Canada",-123.0120006,49.3062842
"Stout",5,62.8,11,"deep cove brewers","Deep Cove Smooth Criminal Nitrogen Stout","British Columbia","North Vancouver","Canada",NA,NA,"2270 Dollarton Hwy #170, North Vancouver, BC V7H 2M9, Canada",-123.0120006,49.3062842
"India Pale Ale",7,64.75,16,"deep cove brewers","Deep Cove Star Struck Rye IPA","British Columbia","North Vancouver","Canada","Special",82,"2270 Dollarton Hwy #170, North Vancouver, BC V7H 2M9, Canada",-123.0120006,49.3062842
"Saison / Farmhouse Ale",5,64.2,18,"deep cove brewers","Deep Cove Sun Kissed Saison","British Columbia","North Vancouver","Canada",NA,NA,"2270 Dollarton Hwy #170, North Vancouver, BC V7H 2M9, Canada",-123.0120006,49.3062842
"Pale Lager",5,62.8,10,"deep cove brewers","Deep Cove Trapper John s Lager","British Columbia","North Vancouver","Canada",NA,NA,"2270 Dollarton Hwy #170, North Vancouver, BC V7H 2M9, Canada",-123.0120006,49.3062842
"India Pale Ale",7,66,8,"deep cove brewers","Deep Cove University Brew Off IPA (Hoperalla IPA)","British Columbia","North Vancouver","Canada","Special",NA,"2270 Dollarton Hwy #170, North Vancouver, BC V7H 2M9, Canada",-123.0120006,49.3062842
"India Pale Ale",4.5,63.6,6,"deep cove brewers","Deep Cove Whistler Village Beer Festival Organic ISA","British Columbia","North Vancouver","Canada","Summer",61,"2270 Dollarton Hwy #170, North Vancouver, BC V7H 2M9, Canada",-123.0120006,49.3062842
"Hefeweizen",6,74.0689655172414,29,"four winds","Apparition","British Columbia","Delta","Canada",NA,NA,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Dunkel",5.5,63.2,9,"four winds","Dunkelweizen","British Columbia","Delta","Canada","Special",NA,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"India Pale Ale",7,76.4985714285714,175,"four winds","IPA","British Columbia","Delta","Canada",NA,70,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Berliner Weissbier",4,67,12,"four winds","Four Winds Berliner Weisse","British Columbia","Delta","Canada",NA,6,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Ale",4.5,63.2,8,"four winds","Four Winds La Maison (Grisette)","British Columbia","Delta","Canada","Special",15,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Porter",5.5,64.2,19,"four winds","Four Winds Malted Oat Porter","British Columbia","Delta","Canada","Special",25,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Lambic & Geuze",6,82,15,"four winds","Four Winds Nectarous","British Columbia","Delta","Canada","Special",NA,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Saison / Farmhouse Ale",7,79.6384615384615,39,"four winds","Saison Brett","British Columbia","Delta","Canada",NA,28,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Pale Ale",5.3,68.8,16,"four winds","Four Winds Pale Ale","British Columbia","Delta","Canada",NA,NA,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Pilsner",4.8,68.6,17,"four winds","Four Winds Pilsner","British Columbia","Delta","Canada",NA,38,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Saison / Farmhouse Ale",6.5,64.6,41,"four winds","Four Winds Saison","British Columbia","Delta","Canada",NA,32,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Saison / Farmhouse Ale",8.5,76.5176470588235,34,"four winds","Sovereign Super Saison","British Columbia","Delta","Canada","Special",NA,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Tripel",9,73.1220930232558,43,"four winds","Triplicity Belgian Tripel","British Columbia","Delta","Canada","Special",NA,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Imperial India Pale Ale",9,76,21,"four winds","Four Winds Vexillum","British Columbia","Delta","Canada","Series",100,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Saison / Farmhouse Ale",6.5,74.77,25,"four winds","Wildflower Saison","British Columbia","Delta","Canada","Summer",30,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Hefeweizen",4.3,68.3461538461538,13,"four winds","Witicism","British Columbia","Delta","Canada","Spring",10,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Pale Ale",NA,74.75,14,"four winds","Pale Ale","British Columbia","Delta","Canada",NA,NA,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Pilsner",4.8,77,12,"four winds","Pilsner","British Columbia","Delta","Canada",NA,NA,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Saison / Farmhouse Ale",NA,73,42,"four winds","Saison","British Columbia","Delta","Canada",NA,NA,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Lambic & Geuze",NA,89.5,12,"four winds","Nectarous","British Columbia","Delta","Canada",NA,NA,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Porter",NA,70.5,10,"four winds","Oat Porter","British Columbia","Delta","Canada",NA,NA,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Specialty Grain",NA,79.75,23,"four winds","Phaedra","British Columbia","Delta","Canada",NA,NA,"7355 72 St, Delta, BC V4G 1L5, Canada",-123.026466,49.136309
"Scotch Ale",6.25,63,13,"granville island taproom molsoncoors","Granville Island Auld Skool Scottish Ale","British Columbia","Vancouver","Canada","Special",20,"1550 Burrard St, Vancouver, BC V6J 3G5, Canada",-123.1448384,49.2722
"Barley Wine",11.5,67.2,18,"granville island taproom molsoncoors","Granville Island Barley Wine","British Columbia","Vancouver","Canada","Winter",60,"1550 Burrard St, Vancouver, BC V6J 3G5, Canada",-123.1448384,49.2722
"Ale",6,57.2,8,"granville island taproom molsoncoors","Granville Island Belgian Blonde Ale","British Columbia","Vancouver","Canada","Summer",NA,"1550 Burrard St, Vancouver, BC V6J 3G5, Canada",-123.1448384,49.2722
"Hefeweizen",5,63,21,"granville island taproom molsoncoors","Granville Island Belgian Wit","British Columbia","Vancouver","Canada","Summer",NA,"1550 Burrard St, Vancouver, BC V6J 3G5, Canada",-123.1448384,49.2722
"Brown Ale",6.2,64,12,"granville island taproom molsoncoors","Granville Island Brash Knuckles American Brown Ale","British Columbia","Vancouver","Canada","Spring",40,"1550 Burrard St, Vancouver, BC V6J 3G5, Canada",-123.1448384,49.2722
"Weizenbock",8,65.8,15,"granville island taproom molsoncoors","Granville Island Burly Goat Weizenbock","British Columbia","Vancouver","Canada","Winter",35,"1550 Burrard St, Vancouver, BC V6J 3G5, Canada",-123.1448384,49.2722
"Stout",6,68.8,12,"granville island taproom molsoncoors","Granville Island Chocolate Stout","British Columbia","Vancouver","Canada","Winter",NA,"1550 Burrard St, Vancouver, BC V6J 3G5, Canada",-123.1448384,49.2722
"Black India Pale Ale",6.25,69.2,28,"granville island taproom molsoncoors","Granville Island Cloak & Dagger Cascadian Dark Ale","British Columbia","Vancouver","Canada",NA,60,"1550 Burrard St, Vancouver, BC V6J 3G5, Canada",-123.1448384,49.2722
"Imperial Stout",8.7,63.8,16,"granville island taproom molsoncoors","Granville Island Cocoa Loco Imperial Chocolate Stout","British Columbia","Vancouver","Canada","Winter",NA,"1550 Burrard St, Vancouver, BC V6J 3G5, Canada",-123.1448384,49.2722
"Extra Special Bitter",5.6,63.8,15,"granville island taproom molsoncoors","Granville Island Fresh Hop ESB","British Columbia","Vancouver","Canada","Autumn",NA,"1550 Burrard St, Vancouver, BC V6J 3G5, Canada",-123.1448384,49.2722
